Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],TWF,HDF,PWF,OSF,RNF,Type_L,Type_M,Machine failure
-0.8513017524143659,-0.5243480365977528,2.6985073306071405,-2.0257854040913488,-1.074864977189269,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.8513017524143659,-0.5243480365977528,0.007733149327711078,0.8446194867556199,-1.0435242814828596,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.8513017524143659,-0.5243480365977528,-1.2530555644157944,0.6652191810776846,-1.0121835857764498,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,False,True,0
-0.8043973362338772,-0.5243480365977528,-0.7127175442400063,0.5655523445899426,-0.9651725422168353,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,False,True,0
-0.7574929200533619,-0.5243480365977528,-1.2803453634145716,1.4525871893308462,-0.9181614986572209,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,False,False,0
-0.7105885038728732,-0.4607521558702971,0.49894953130570024,-0.7400832133994774,-0.8398097593911967,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,False,True,0
-0.7105885038728732,-0.4607521558702971,-0.9037461372314466,0.27651851877549105,-0.7927987158315822,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,False,False,0
-0.7574929200533619,-0.4607521558702971,-0.494399152249789,0.48581887539974866,-0.7144469765655581,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7105885038728732,-0.4607521558702971,0.22059358151817304,-0.919483519077413,-0.6831062808591485,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,False,True,0
-0.6636840876923579,-0.39715627514287766,1.186652466074885,-1.4178177015161229,-0.636095237299534,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.6636840876923579,-0.39715627514287766,0.11143438552306434,-0.26168239825831613,-0.6047545415931244,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,False,True,0
-0.6636840876923579,-0.333560394415422,1.7488223254496948,-1.6570181090867036,-0.5577434980335099,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.6167796715118425,-0.333560394415422,-0.15600564466495198,-0.09224877622915452,-0.5264028023271002,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.6167796715118425,-0.39715627514287766,1.4759243354619231,-1.5274512216526388,-0.49506210662069056,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,False,False,0
-0.6167796715118425,-0.39715627514287766,-0.5544367100470987,0.42601877350710404,-0.41671036735466643,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.6636840876923579,-0.39715627514287766,0.8318850790907818,-0.9792836209700579,-0.38536967164825675,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.6167796715118425,-0.333560394415422,-1.1002326900226422,0.8246861194580719,-0.3540289759418471,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,False,True,0
-0.6636840876923579,-0.39715627514287766,1.4049708580651024,-1.4377510688136712,-0.30701793238223263,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.6636840876923579,-0.39715627514287766,-0.6635959060422074,0.8346528031068455,-0.275677236675823,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7105885038728732,-0.4607521558702971,0.6790622046976296,-0.7400832133994774,-0.24433654096941335,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7574929200533619,-0.5879439173251723,0.10051846592355347,-0.5208161731264447,-0.2129958452630037,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,False,True,0
-0.7574929200533619,-0.5243480365977528,-0.4834832326502781,0.8645528540531686,-0.1659848017033892,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,False,True,0
-0.7105885038728732,-0.5243480365977528,0.22059358151817304,-0.32148250015096075,-0.11897375814377473,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,False,True,0
-0.7574929200533619,-0.5879439173251723,-0.5544367100470987,-0.07231540893160583,-0.07196271458416025,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7105885038728732,-0.5243480365977528,-0.8819142980324248,1.0738532106774268,-0.04062201887775059,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,False,False,0
-0.7574929200533619,-0.5879439173251723,-1.0401951322253324,1.2532535163553622,0.03772972038827355,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7574929200533619,-0.5879439173251723,-0.9746996146282673,0.545618977292394,0.0690704160946832,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7574929200533619,-0.5879439173251723,-0.9419518558297346,1.0838198943262005,0.10041111180109286,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7574929200533619,-0.5879439173251723,-0.9419518558297346,0.9143862722970396,0.1317518075075025,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,False,True,0
-0.7574929200533619,-0.5243480365977528,-0.9201200166307129,0.8545861704043942,0.17876285106711698,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,False,False,0
-0.7574929200533619,-0.5879439173251723,-0.3743240366551694,0.7549193339166522,0.2571145903331411,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,False,True,0
-0.7574929200533619,-0.5879439173251723,-0.281538720059327,0.9143862722970396,0.3041256338927556,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.8043973362338772,-0.6515397980526278,1.650579049054097,-1.4078510178673485,0.3354663295991652,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,False,True,0
-0.7574929200533619,-0.5879439173251723,-0.6690538658419629,0.6353191301313617,0.3824773731587797,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7574929200533619,-0.5243480365977528,-0.6308481472436748,1.3927870874382007,0.4138180688651894,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,False,False,0
-0.7105885038728732,-0.5243480365977528,-0.7018016246404954,0.4160520898583297,0.4921698081312135,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,False,True,0
-0.7105885038728732,-0.5879439173251723,7.20678212520513,-3.5207879514074785,0.539180851690828,-0.06669535901431167,-0.12923999956395546,9.544907708191563,-0.09904331761985327,-0.049340487900312355,True,False,1
-0.7105885038728732,-0.5879439173251723,-0.8600824588334031,1.4924539239259427,0.5705215473972377,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7574929200533619,-0.6515397980526278,-0.2378750416612835,0.38615203891200667,0.6018622431036473,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,False,False,0
-0.8043973362338772,-0.6515397980526278,0.13326622472208607,-0.4809494385313481,0.6802139823696715,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.8043973362338772,-0.6515397980526278,0.8209691594912709,-0.9792836209700579,0.7115546780760811,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7574929200533619,-0.5879439173251723,-0.15600564466495198,0.07718484580000713,0.7428953737824907,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7574929200533619,-0.5879439173251723,-0.3470342376563922,0.24661846782916805,0.7742360694889004,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7574929200533619,-0.5879439173251723,-0.15054768486519654,0.03731811120490977,0.8055767651953101,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7574929200533619,-0.6515397980526278,0.6572303654986078,-1.0390837228627032,0.8369174609017197,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,False,True,0
-0.7574929200533619,-0.5879439173251723,-0.8873722578321803,1.4426205056820718,0.8839285044613342,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7574929200533619,-0.5879439173251723,-0.8055028608358488,1.2632202000041364,0.9152692001677438,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7574929200533619,-0.6515397980526278,0.28063113931548284,-0.1719822454193478,0.9466098958741535,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,False,True,0
-0.7574929200533619,-0.6515397980526278,1.574167611857521,-1.6968848436818005,0.993620939433768,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7105885038728732,-0.6515397980526278,1.4813822952616786,-1.3978843342185745,1.0249616351401776,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,False,True,0
-0.6636840876923579,-0.5879439173251723,-0.09596808686764219,-0.13211551082425116,1.071972678699792,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.6636840876923579,-0.5879439173251723,-0.8000449010360933,0.5157189263460716,1.1033133744062018,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7105885038728732,-0.7151356787800836,0.7554736418942057,-1.1188171920528969,1.1346540701126113,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,False,True,0
-0.7574929200533619,-0.7151356787800836,-0.407071795453702,0.4160520898583297,1.1816651136722258,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,False,False,0
-0.7574929200533619,-0.7151356787800836,-0.07413624766862045,-0.7500498970482516,1.26001685293825,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7105885038728732,-0.6515397980526278,-0.7127175442400063,2.5688557579935565,1.2913575486446596,-0.06669535901431167,-0.12923999956395546,9.544907708191563,10.096592319717985,-0.049340487900312355,True,False,1
-0.7105885038728732,-0.6515397980526278,2.092673792834287,-1.7267848946281228,1.3226982443510693,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,False,True,0
-0.7105885038728732,-0.5879439173251723,-0.4834832326502781,0.5555856609411683,1.3697092879106838,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7105885038728732,-0.5879439173251723,-0.9364938960299792,0.445952140804652,1.4010499836170935,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.6636840876923579,-0.5879439173251723,0.28063113931548284,-0.4909161221801224,1.432390679323503,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7105885038728732,-0.6515397980526278,0.32975277751328175,-0.760016580697026,1.4637313750299128,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7574929200533619,-0.7151356787800836,-0.8819142980324248,0.675185864726459,1.4950720707363225,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7574929200533619,-0.7151356787800836,-0.4343615944524792,0.7947860685117489,1.526412766442732,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7574929200533619,-0.7151356787800836,-0.46710935325101177,0.13698494769265174,1.5577534621491418,14.993546999056067,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,1
-0.7574929200533619,-0.7151356787800836,-0.7782130618370716,1.1535866798676202,-1.7016788913174623,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7574929200533619,-0.7151356787800836,-0.7563812226380499,-0.20188229636567082,-1.6703381956110526,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7574929200533619,-0.778731559507503,-0.5216889512485662,0.9941197414872329,-1.6389974999046428,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,False,False,0
-0.7105885038728732,-0.7151356787800836,-0.494399152249789,0.7549193339166522,-1.5606457606386188,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7105885038728732,-0.7151356787800836,-0.47802527285052265,0.08715152944878075,-1.529305064932209,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.6636840876923579,-0.6515397980526278,-0.39069791605443566,0.0173847439073618,-1.4979643692257996,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7105885038728732,-0.7151356787800836,-0.6472220266429412,0.7648860175654266,-1.4666236735193898,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.6636840876923579,-0.6515397980526278,1.4377186168636351,-1.3081841813796065,-1.43528297781298,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,False,True,0
-0.6636840876923579,-0.6515397980526278,-0.5708105894463651,0.396118722560781,-1.3882719342533656,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,False,False,0
-0.6636840876923579,-0.6515397980526278,0.018649068927221946,-0.8098499989408967,-1.3099201949873416,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.6636840876923579,-0.6515397980526278,-0.6635959060422074,0.525685609994846,-1.2785794992809318,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,False,True,0
-0.7105885038728732,-0.7151356787800836,-0.29245463965883783,-0.04241535798528352,-1.2315684557213173,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,False,True,0
-0.7105885038728732,-0.7151356787800836,1.159362667076108,-1.4078510178673485,-1.1845574121617028,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7105885038728732,-0.7151356787800836,1.5796255716572765,-1.4975511707063165,-1.1532167164552933,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7105885038728732,-0.7151356787800836,1.0174557122824666,-1.278284130433284,-1.1218760207488836,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,False,True,0
-0.6167796715118425,-0.6515397980526278,-0.494399152249789,0.30641856972181336,-1.074864977189269,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.6636840876923579,-0.7151356787800836,0.4443699333081459,-0.7998833152921226,-1.0435242814828596,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.6636840876923579,-0.6515397980526278,-1.034737172425577,1.2233534654090399,-1.0121835857764498,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,False,True,0
-0.6636840876923579,-0.6515397980526278,0.18784582271964043,-0.4610160712338001,-0.9651725422168353,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,False,True,0
-0.7105885038728732,-0.7151356787800836,1.1429887876768416,-0.9992169882676066,-0.9181614986572209,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,False,True,0
-0.7105885038728732,-0.778731559507503,-0.06322032806910959,-0.7201498461019287,-0.8711504550976064,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7574929200533619,-0.778731559507503,-0.09596808686764219,0.445952140804652,-0.8398097593911967,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7574929200533619,-0.7151356787800836,1.699700687251896,-1.487584487057542,-0.8084690636847871,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7574929200533619,-0.778731559507503,2.4583570994179014,-1.9161518839548328,-0.7771283679783775,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7574929200533619,-0.778731559507503,0.07868662672453174,0.06721816215123279,-0.7457876722719677,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7574929200533619,-0.778731559507503,-0.5435207904475878,0.05725147850245845,-0.7144469765655581,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,False,True,0
-0.7574929200533619,-0.8423274402349586,-0.494399152249789,0.34628530431691,-0.6674359330059436,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7574929200533619,-0.8423274402349586,0.2751731795157274,-0.879616784482316,-0.636095237299534,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7574929200533619,-0.8423274402349586,-0.5216889512485662,0.8545861704043942,-0.6047545415931244,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7574929200533619,-0.778731559507503,-0.2378750416612835,0.6851525483752327,-0.5734138458867147,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,False,True,0
-0.7105885038728732,-0.778731559507503,0.43891197350839045,-0.7201498461019287,-0.5264028023271002,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,False,False,0
-0.7105885038728732,-0.8423274402349586,0.17147194332037413,-0.5806162750190901,-0.44805106306107606,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7574929200533619,-0.9059233209623782,1.8088598832470046,-1.7367515782768972,-0.41671036735466643,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.8043973362338772,-0.9059233209623782,-0.22695912206177263,0.35625198796568436,-0.38536967164825675,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,False,False,0
-0.7574929200533619,-0.8423274402349586,-0.23241708186152807,-0.04241535798528352,-0.30701793238223263,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,False,True,0
-0.7574929200533619,-0.9059233209623782,-0.2979125994585933,0.19678504958529708,-0.2600068888226182,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,False,True,0
-0.7574929200533619,-0.9059233209623782,0.7609316016939611,-1.0490504065114776,-0.2129958452630037,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7574929200533619,-0.9059233209623782,-0.5981003884451422,0.575519028238717,-0.18165514955659404,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7105885038728732,-0.8423274402349586,0.12780826492233066,-0.5806162750190901,-0.15031445385018438,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7574929200533619,-0.9059233209623782,0.31883685791377087,-0.6902497951556064,-0.11897375814377473,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7574929200533619,-0.9059233209623782,0.9082965162873579,-1.178617293945542,-0.08763306243736507,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,False,True,0
-0.8043973362338772,-0.9695192016898337,-0.40161383565394654,0.07718484580000713,-0.04062201887775059,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7105885038728732,-0.8423274402349586,-0.5871844688456314,0.47585219175097504,-0.009281323171340937,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7105885038728732,-0.8423274402349586,0.09506050612379804,0.12701826404387812,0.022059372535068716,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.6636840876923579,-0.778731559507503,-1.2585135242155499,1.0738532106774268,0.05340006824147837,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7105885038728732,-0.8423274402349586,0.029564988526732817,0.34628530431691,0.08474076394788803,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7105885038728732,-0.8423274402349586,1.0174557122824666,-1.0490504065114776,0.11608145965429768,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7105885038728732,-0.9059233209623782,0.10597642572330891,-0.7699832643457997,0.14742215536070732,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.6636840876923579,-0.9059233209623782,-1.1548122880201965,2.050588208257298,0.17876285106711698,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7105885038728732,-0.9059233209623782,-0.6963436648407401,0.6552524974289103,0.21010354677352663,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.6636840876923579,-0.9059233209623782,0.25334134031670563,-0.13211551082425116,0.2414442424799363,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7105885038728732,-0.9695192016898337,0.10051846592355347,-0.5606829077215421,0.27278493818634597,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7574929200533619,-1.0331150824172894,-0.36886607685541395,0.11705158039510377,0.3041256338927556,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
-0.7574929200533619,-1.0331150824172894,1.0720353102800209,-1.2184840285406389,0.3354663295991652,-0.06669535901431167,-0.12923999956395546,-0.10476790667570174,-0.09904331761985327,-0.049340487900312355,True,False,0
