Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],TWF,HDF,PWF,OSF,RNF,Type_L,Type_M,Machine failure
345.80499999999995,357.53499999999997,1981.4499999999998,35.65,83.94999999999999,0,0,0,0,0,True,False,1
345.80499999999995,357.41999999999996,1689.35,53.35999999999999,86.25,0,0,0,0,0,False,True,0
345.69,357.19,2104.5,30.129999999999995,89.69999999999999,0,0,0,0,0,False,False,0
345.69,357.19,1721.55,43.93,95.44999999999999,0,0,0,0,0,True,False,0
345.80499999999995,357.19,1770.9999999999998,60.605,97.74999999999999,0,0,0,0,0,True,False,0
345.69,357.19,1741.1,45.425,100.05,0,0,0,0,0,True,False,0
345.80499999999995,357.19,1902.1,39.33,102.35,0,0,0,0,0,True,False,0
345.69,357.075,1746.85,42.55,104.64999999999999,0,0,0,0,0,False,False,0
345.80499999999995,357.19,1977.9999999999998,34.845,110.39999999999999,0,0,0,0,0,True,False,0
345.69,357.075,1690.4999999999998,43.355,112.69999999999999,0,0,0,0,0,True,False,0
345.69,357.075,1888.3,34.385,114.99999999999999,0,0,0,0,0,True,False,0
345.80499999999995,357.19,2306.8999999999996,21.965,117.3,0,0,0,0,0,False,True,1
345.80499999999995,357.19,1730.7499999999998,40.94,120.74999999999999,0,0,0,0,0,False,True,1
345.80499999999995,357.19,1850.35,31.74,124.19999999999999,0,0,0,0,0,False,True,1
345.80499999999995,357.075,2142.45,25.529999999999998,127.64999999999999,0,0,0,0,0,False,True,0
345.69,356.9599999999999,1611.1499999999999,48.989999999999995,131.1,0,0,0,0,0,True,False,0
345.69,356.9599999999999,2308.0499999999997,22.77,133.39999999999998,0,0,0,0,0,True,False,0
345.69,356.9599999999999,1718.1,54.394999999999996,135.7,0,0,0,0,0,True,False,0
345.69,356.9599999999999,1675.55,54.855,138.0,0,0,0,0,0,True,False,0
345.69,356.9599999999999,1789.3999999999999,43.355,140.29999999999998,0,0,0,0,0,True,False,1
345.69,356.9599999999999,1736.4999999999998,49.21999999999999,142.6,0,0,0,0,0,False,False,1
345.80499999999995,357.075,1802.05,44.505,148.35,0,0,0,0,0,False,False,0
345.80499999999995,357.075,1697.3999999999999,49.565,154.1,0,0,0,0,0,False,False,0
345.91999999999996,357.19,1912.4499999999998,35.19,159.85,0,0,0,0,0,True,False,0
345.91999999999996,357.075,1620.35,58.19,162.14999999999998,0,0,0,0,0,False,True,1
345.91999999999996,357.19,1915.8999999999999,41.63,165.6,0,0,0,0,0,True,False,0
345.80499999999995,357.19,1747.9999999999998,52.785,167.89999999999998,0,0,0,0,0,True,False,0
345.69,357.075,1890.6,38.86999999999999,170.2,0,0,0,0,0,True,False,0
345.69,356.9599999999999,1700.85,40.94,172.5,0,0,0,0,0,False,False,0
345.69,356.9599999999999,1662.8999999999999,57.155,178.25,0,0,0,0,0,True,False,0
345.69,356.9599999999999,1618.05,58.765,180.54999999999998,0,0,0,0,0,False,True,0
345.80499999999995,356.9599999999999,1419.1,59.455,184.0,0,0,0,0,0,True,False,1
345.91999999999996,357.075,1950.3999999999999,34.154999999999994,186.29999999999998,0,0,0,0,0,False,True,0
345.91999999999996,357.19,1591.6,60.834999999999994,189.74999999999997,0,0,0,0,0,True,False,0
345.91999999999996,357.30499999999995,1807.8,41.63,192.04999999999998,0,0,0,0,0,False,True,0
345.91999999999996,357.30499999999995,1593.8999999999999,48.415,195.49999999999997,0,0,0,0,0,False,True,1
345.91999999999996,357.30499999999995,1680.1499999999999,49.21999999999999,198.95,0,0,0,0,0,True,False,0
345.91999999999996,357.30499999999995,1753.7499999999998,45.309999999999995,201.24999999999997,0,0,0,0,0,True,False,0
345.80499999999995,357.30499999999995,1532.9499999999998,70.14999999999999,203.54999999999998,0,0,0,0,0,True,False,1
345.80499999999995,357.19,1730.7499999999998,46.69,205.85,0,0,0,0,0,False,False,0
345.80499999999995,357.19,1654.85,47.955,211.6,0,0,0,0,0,False,True,0
345.80499999999995,357.19,1714.6499999999999,49.68,215.04999999999998,0,0,0,0,0,True,False,1
345.80499999999995,357.19,1711.1999999999998,45.08,217.35,0,0,0,0,0,False,True,0
345.80499999999995,357.075,1766.3999999999999,54.50999999999999,220.79999999999998,0,0,0,0,0,True,False,0
345.80499999999995,357.075,2254.0,24.15,223.1,0,0,0,0,0,True,False,0
345.80499999999995,357.075,1833.1,35.65,225.39999999999998,0,0,0,0,0,False,True,0
345.80499999999995,357.075,1560.55,60.489999999999995,228.85,0,0,0,0,0,True,False,0
345.80499999999995,357.075,1661.7499999999998,47.265,231.14999999999998,0,0,0,0,0,True,False,0
345.80499999999995,356.9599999999999,1774.4499999999998,54.394999999999996,233.45,0,0,0,0,0,True,False,1
345.80499999999995,356.9599999999999,1570.8999999999999,60.489999999999995,235.74999999999997,0,0,0,0,0,True,False,0
345.80499999999995,356.84499999999997,1676.6999999999998,46.0,238.04999999999998,0,0,0,0,0,True,False,0
345.80499999999995,356.9599999999999,1628.3999999999999,71.07,240.35,0,0,1,1,0,True,False,1
345.69,356.84499999999997,2063.1,28.059999999999995,242.64999999999998,0,0,0,0,0,True,False,0
345.69,356.84499999999997,1706.6,47.15,244.95,0,0,0,0,0,True,False,0
345.69,356.9599999999999,2891.1,15.409999999999998,247.24999999999997,0,0,0,0,0,True,False,0
345.69,356.84499999999997,1895.1999999999998,35.074999999999996,249.54999999999998,1,0,0,0,0,True,False,0
345.69,356.84499999999997,1856.1,37.605,0.0,0,0,0,0,0,False,True,1
345.69,356.72999999999996,1865.3,39.214999999999996,3.4499999999999997,0,0,0,0,0,True,False,0
345.69,356.72999999999996,1699.6999999999998,46.114999999999995,5.75,0,0,0,0,0,False,True,0
345.69,356.72999999999996,1515.6999999999998,58.65,9.2,0,0,0,0,0,True,False,0
345.80499999999995,356.72999999999996,1716.9499999999998,41.285,11.5,0,0,0,0,0,True,False,0
345.80499999999995,356.84499999999997,1574.35,58.305,13.799999999999999,0,0,0,0,0,False,False,1
345.69,356.72999999999996,1664.05,52.785,19.549999999999997,0,0,0,0,0,True,False,0
345.69,356.615,1707.7499999999998,57.38499999999999,21.849999999999998,0,0,0,0,0,True,False,0
345.69,356.72999999999996,1712.35,54.96999999999999,24.15,0,0,0,0,0,True,False,1
345.69,356.72999999999996,1417.9499999999998,60.14499999999999,26.45,0,0,0,0,0,False,True,0
345.80499999999995,356.72999999999996,1888.3,37.49,29.9,0,0,0,0,0,True,False,0
345.80499999999995,356.72999999999996,1578.9499999999998,50.714999999999996,32.199999999999996,0,0,0,0,0,False,True,0
345.80499999999995,356.72999999999996,1804.35,37.71999999999999,35.65,0,0,0,0,0,True,False,0
345.91999999999996,356.72999999999996,2127.5,26.22,37.949999999999996,0,0,0,0,0,True,False,0
345.91999999999996,356.84499999999997,1718.1,48.53,40.25,0,0,0,0,0,False,True,1
345.91999999999996,356.84499999999997,2043.55,34.615,43.699999999999996,0,0,0,0,0,False,False,0
346.03499999999997,356.9599999999999,1672.1,49.565,49.449999999999996,0,0,0,0,0,True,False,1
346.03499999999997,356.9599999999999,1766.3999999999999,39.33,51.74999999999999,0,0,0,0,0,True,False,0
345.91999999999996,357.075,1704.3,44.849999999999994,54.05,0,0,0,0,0,True,False,0
346.03499999999997,357.075,1738.8,47.38,56.349999999999994,0,0,0,0,0,False,False,0
345.91999999999996,357.075,1737.6499999999999,41.169999999999995,62.099999999999994,0,0,0,0,0,False,True,1
346.03499999999997,357.075,1838.85,46.574999999999996,65.55,0,0,0,0,0,True,False,0
345.91999999999996,356.9599999999999,1745.6999999999998,41.4,67.85,0,0,0,0,0,False,True,0
345.91999999999996,356.9599999999999,1667.4999999999998,45.309999999999995,71.3,0,0,0,0,0,False,True,1
346.03499999999997,356.9599999999999,1641.05,54.05,74.75,0,0,0,0,0,True,False,0
346.03499999999997,356.9599999999999,1795.1499999999999,37.605,77.05,0,0,0,0,0,True,False,0
346.03499999999997,356.9599999999999,1675.55,50.36999999999999,79.35,0,0,0,0,0,False,False,0
346.15,357.19,1678.9999999999998,61.63999999999999,85.1,0,0,0,0,0,False,True,0
346.15,357.075,1841.1499999999999,38.18,88.55,0,0,0,0,0,True,False,0
346.03499999999997,357.075,1805.4999999999998,46.114999999999995,90.85,0,0,0,0,0,True,False,0
346.03499999999997,357.075,1799.7499999999998,41.285,93.14999999999999,0,0,0,0,0,True,False,0
346.15,357.075,1584.6999999999998,51.059999999999995,95.44999999999999,0,0,0,0,0,True,False,0
346.03499999999997,357.075,2631.2,18.515,97.74999999999999,0,0,0,0,0,True,False,1
346.03499999999997,356.9599999999999,1581.2499999999998,51.405,100.05,0,0,0,0,0,False,True,0
346.03499999999997,356.9599999999999,2056.2,31.97,103.49999999999999,0,0,0,0,0,True,False,0
346.03499999999997,356.9599999999999,1812.3999999999999,46.459999999999994,105.8,0,0,0,0,0,False,True,0
345.91999999999996,356.84499999999997,2148.2,28.174999999999997,109.24999999999999,0,0,0,0,0,False,True,1
345.80499999999995,356.615,1450.1499999999999,65.09,112.69999999999999,0,0,0,0,0,True,False,0
345.69,356.5,1773.3,38.98499999999999,114.99999999999999,0,0,0,0,0,False,True,0
345.69,356.5,1653.6999999999998,61.86999999999999,118.44999999999999,0,0,0,0,0,True,False,0
345.69,356.5,1737.6499999999999,42.434999999999995,120.74999999999999,0,0,0,0,0,True,False,0
345.69,356.5,1880.2499999999998,35.65,123.05,0,0,0,0,0,True,False,0
345.69,356.38499999999993,1642.1999999999998,56.11999999999999,125.35,0,0,0,0,0,True,False,0
345.575,356.27,1621.4999999999998,51.059999999999995,127.64999999999999,0,0,0,0,0,False,True,0
345.575,356.38499999999993,1636.4499999999998,55.084999999999994,131.1,0,0,0,0,0,True,False,0
345.575,356.38499999999993,1784.8,47.49499999999999,133.39999999999998,0,0,0,0,0,False,True,0
345.575,356.5,1616.8999999999999,57.73,136.85,0,0,0,0,0,False,True,1
345.575,356.38499999999993,1659.4499999999998,55.544999999999995,140.29999999999998,0,0,0,0,0,True,False,1
345.575,356.38499999999993,1544.4499999999998,73.255,142.6,0,0,0,0,0,False,True,0
345.69,356.5,1708.8999999999999,47.38,146.04999999999998,0,0,0,0,0,False,True,0
345.69,356.615,1491.55,57.49999999999999,149.5,0,0,0,0,0,True,False,0
345.69,356.615,1719.2499999999998,48.644999999999996,151.79999999999998,0,0,0,0,0,True,False,1
345.575,356.38499999999993,1589.3,53.474999999999994,154.1,0,0,0,0,0,True,False,0
345.4599999999999,356.27,1559.3999999999999,51.059999999999995,156.39999999999998,0,0,0,0,0,False,True,1
345.34499999999997,356.155,1669.8,47.724999999999994,159.85,0,0,0,0,0,False,False,0
345.34499999999997,356.155,1819.3,35.419999999999995,165.6,0,0,0,0,0,False,False,0
345.4599999999999,356.27,1744.55,46.34499999999999,171.35,0,0,0,0,0,False,True,1
345.575,356.5,1624.9499999999998,51.175,174.79999999999998,0,0,0,0,0,True,False,0
345.4599999999999,356.38499999999993,1720.3999999999999,36.57,177.1,0,0,0,0,0,True,False,0
345.34499999999997,356.27,1685.8999999999999,47.38,179.39999999999998,0,0,0,0,0,True,False,0
345.34499999999997,356.27,1859.55,46.919999999999995,181.7,0,0,0,0,0,False,True,0
345.22999999999996,356.27,1731.8999999999999,48.06999999999999,185.14999999999998,0,0,0,0,0,True,False,1
345.22999999999996,356.27,1611.1499999999999,56.69499999999999,187.45,0,0,0,0,0,True,False,0
345.22999999999996,356.38499999999993,2191.8999999999996,26.334999999999997,189.74999999999997,0,0,0,0,0,False,False,0
345.22999999999996,356.38499999999993,1800.8999999999999,41.85999999999999,195.49999999999997,0,0,0,0,0,True,False,1
345.22999999999996,356.5,1716.9499999999998,54.394999999999996,197.79999999999998,0,0,0,0,0,True,False,0
345.34499999999997,356.615,1705.4499999999998,45.885,200.1,0,0,0,0,0,True,False,0
345.22999999999996,356.38499999999993,1804.35,35.879999999999995,202.39999999999998,0,0,0,0,0,False,True,0
345.22999999999996,356.5,1913.6,35.305,205.85,0,0,0,0,0,False,True,0
345.22999999999996,356.5,1708.8999999999999,46.114999999999995,209.29999999999998,0,0,0,0,0,True,False,0
345.22999999999996,356.5,1597.35,61.63999999999999,211.6,0,0,0,0,0,True,False,0
345.115,356.5,1737.6499999999999,47.955,213.89999999999998,0,0,0,0,0,True,False,0
345.22999999999996,356.615,1707.7499999999998,46.574999999999996,216.2,0,0,0,0,0,False,True,0
345.22999999999996,356.72999999999996,1655.9999999999998,49.334999999999994,219.64999999999998,0,0,0,0,0,True,False,0
345.22999999999996,356.72999999999996,1584.6999999999998,50.48499999999999,221.95,0,0,0,0,0,True,False,1
345.115,356.615,1726.1499999999999,45.19499999999999,224.24999999999997,0,0,0,0,0,False,True,0
345.22999999999996,356.615,1695.1,50.599999999999994,227.7,0,0,0,0,0,False,True,0
345.22999999999996,356.615,1600.8,55.084999999999994,231.14999999999998,0,0,0,0,0,True,False,0
345.34499999999997,356.72999999999996,1643.35,51.405,233.45,0,0,0,0,0,False,True,0
345.34499999999997,356.84499999999997,1566.3,69.34499999999998,236.89999999999998,0,0,0,1,0,True,False,1
345.34499999999997,356.84499999999997,1959.6,33.925,0.0,0,0,0,0,0,True,False,1
345.34499999999997,356.72999999999996,1715.8,60.14499999999999,2.3,0,0,0,0,0,True,False,0
345.34499999999997,356.72999999999996,1658.3,45.425,4.6,0,0,0,0,0,False,True,1
345.22999999999996,356.72999999999996,1653.6999999999998,59.224999999999994,8.049999999999999,0,0,0,0,0,False,True,0
345.115,356.615,1612.3,53.589999999999996,11.5,0,0,0,0,0,False,True,0
345.115,356.615,1936.6,35.419999999999995,14.95,0,0,0,0,0,True,False,1
345.22999999999996,356.72999999999996,1759.4999999999998,55.775,17.25,0,0,0,0,0,True,False,1
345.115,356.615,1804.35,50.025,19.549999999999997,0,0,0,0,0,True,False,1
345.115,356.615,1897.4999999999998,36.339999999999996,21.849999999999998,0,0,0,0,0,True,False,0
345.22999999999996,356.72999999999996,1627.2499999999998,57.04,24.15,0,0,0,0,0,True,False,1
345.22999999999996,356.72999999999996,1839.9999999999998,36.224999999999994,26.45,0,0,0,0,0,True,False,1
345.22999999999996,356.615,1751.4499999999998,48.644999999999996,28.749999999999996,0,0,0,0,0,True,False,0
345.22999999999996,356.72999999999996,1872.1999999999998,34.845,31.049999999999997,0,0,0,0,0,False,True,0
345.22999999999996,356.84499999999997,1530.6499999999999,59.915,34.5,0,0,0,0,0,True,False,0
345.34499999999997,356.84499999999997,2481.7,19.32,36.8,0,0,0,0,0,True,False,0
345.22999999999996,356.84499999999997,1661.7499999999998,58.535,39.099999999999994,0,0,0,0,0,True,False,1
345.22999999999996,356.84499999999997,1831.9499999999998,41.515,41.4,0,0,0,0,0,False,True,1
345.34499999999997,356.9599999999999,1922.8,33.58,44.849999999999994,0,0,0,0,0,True,False,0
345.4599999999999,357.075,1890.6,36.10999999999999,47.15,0,0,0,0,0,False,True,0
345.4599999999999,357.075,1612.3,62.44499999999999,50.599999999999994,0,0,0,0,0,True,False,0
345.4599999999999,356.9599999999999,1478.8999999999999,65.32,52.9,0,0,0,0,0,True,False,1
345.4599999999999,356.9599999999999,1708.8999999999999,53.24499999999999,55.199999999999996,0,0,0,0,0,True,False,0
345.34499999999997,356.84499999999997,1546.7499999999998,53.24499999999999,57.49999999999999,0,0,0,0,0,True,False,0
345.34499999999997,356.84499999999997,1873.35,39.214999999999996,59.8,0,0,0,0,0,True,False,0
345.22999999999996,356.72999999999996,1643.35,50.36999999999999,62.099999999999994,0,0,0,0,0,False,True,1
345.115,356.615,1501.8999999999999,74.405,65.55,0,0,0,0,0,True,False,0
345.115,356.615,1586.9999999999998,60.489999999999995,67.85,0,0,0,0,0,True,False,1
345.115,356.615,1659.4499999999998,56.69499999999999,70.14999999999999,0,0,0,0,0,False,True,0
345.115,356.615,1639.8999999999999,49.105,73.6,0,0,0,0,0,False,False,1
345.0,356.5,1708.8999999999999,48.06999999999999,79.35,0,0,0,0,0,True,False,0
345.0,356.38499999999993,1759.4999999999998,39.675,81.64999999999999,0,0,0,0,0,False,True,0
345.0,356.38499999999993,1733.05,47.60999999999999,85.1,0,0,0,0,0,True,False,1
345.0,356.38499999999993,1849.1999999999998,38.41,87.39999999999999,0,0,0,0,0,True,False,0
345.0,356.27,1695.1,46.69,89.69999999999999,0,0,0,0,0,True,False,0
345.0,356.155,1524.8999999999999,71.18499999999999,92.0,0,0,0,0,0,True,False,0
344.77,356.04,1649.1,55.199999999999996,94.3,0,0,0,0,0,False,True,1
344.77,356.04,1754.8999999999999,47.955,97.74999999999999,0,0,0,0,0,True,False,0
344.77,356.155,1705.4499999999998,45.54,100.05,0,0,0,0,0,True,False,0
344.77,356.155,1675.55,59.684999999999995,102.35,0,0,0,0,0,True,False,0
344.655,356.04,1770.9999999999998,39.559999999999995,104.64999999999999,0,0,0,0,0,False,True,0
344.77,356.155,1963.05,33.464999999999996,108.1,0,0,0,0,0,True,False,0
344.77,356.155,1867.6,39.33,110.39999999999999,0,0,0,0,0,True,False,0
344.77,356.04,1530.6499999999999,57.73,112.69999999999999,0,0,0,0,0,False,True,1
344.77,356.155,1645.6499999999999,46.34499999999999,116.14999999999999,0,0,0,0,0,True,False,1
344.77,356.155,1960.7499999999998,32.775,118.44999999999999,0,0,0,0,0,False,True,0
344.77,356.27,1641.05,51.98,121.89999999999999,0,0,0,0,0,False,True,0
344.88499999999993,356.27,1868.7499999999998,47.38,125.35,0,0,0,0,0,False,True,0
344.88499999999993,356.27,1698.55,54.855,128.79999999999998,0,0,0,0,0,True,False,0
345.0,356.38499999999993,1898.6499999999999,32.315,131.1,0,0,0,0,0,False,True,0
344.88499999999993,356.27,1973.3999999999999,32.43,134.54999999999998,0,0,0,0,0,True,False,0
344.88499999999993,356.27,1609.9999999999998,56.004999999999995,136.85,0,0,0,0,0,False,False,1
344.77,356.155,1789.3999999999999,43.355,142.6,0,0,0,0,0,False,True,0
344.77,356.155,1643.35,48.989999999999995,146.04999999999998,0,0,0,0,0,True,False,0
344.655,356.04,1647.9499999999998,57.04,148.35,0,0,0,0,0,False,False,1
344.77,356.155,1517.9999999999998,70.955,154.1,0,0,0,0,0,False,True,0
344.77,356.04,1580.1,59.339999999999996,157.54999999999998,0,0,0,0,0,True,False,0
344.77,356.04,1837.6999999999998,35.65,159.85,0,0,0,0,0,True,False,0
344.77,356.155,2196.5,25.07,162.14999999999998,0,0,0,0,0,False,True,0
344.655,356.04,1608.85,58.99499999999999,165.6,0,0,0,0,0,True,False,0
344.655,356.04,1977.9999999999998,31.165,167.89999999999998,0,0,0,0,0,True,False,1
344.77,356.155,1573.1999999999998,54.50999999999999,170.2,0,0,0,0,0,False,False,0
344.77,356.27,2011.35,38.41,175.95,0,0,0,0,0,True,False,0
344.77,356.27,1773.3,45.309999999999995,178.25,0,0,0,0,0,True,False,0
344.77,356.38499999999993,1785.9499999999998,42.089999999999996,180.54999999999998,0,0,0,0,0,True,False,1
344.88499999999993,356.38499999999993,1884.85,48.415,182.85,0,0,0,0,0,False,True,0
344.88499999999993,356.5,1664.05,52.785,186.29999999999998,0,0,0,0,0,True,False,1
344.77,356.5,1606.55,55.315,188.6,0,0,0,0,0,False,True,0
344.77,356.5,1565.1499999999999,61.86999999999999,192.04999999999998,0,0,0,0,0,True,False,0
344.77,356.5,1678.9999999999998,42.665,194.35,0,0,0,0,0,False,True,0
344.77,356.5,1876.8,38.755,197.79999999999998,0,0,0,0,0,False,True,0
344.77,356.5,1951.55,41.4,201.24999999999997,0,0,0,0,0,True,False,0
344.77,356.615,1785.9499999999998,48.3,203.54999999999998,0,0,0,0,0,True,False,1
344.88499999999993,356.615,1566.3,64.74499999999999,205.85,0,0,0,0,0,False,True,0
344.88499999999993,356.5,1706.6,48.415,209.29999999999998,0,0,0,0,0,False,True,0
344.88499999999993,356.615,1664.05,59.10999999999999,212.74999999999997,0,0,0,0,0,False,False,0
345.0,356.72999999999996,1601.9499999999998,58.879999999999995,218.49999999999997,0,0,0,0,0,False,True,0
345.0,356.72999999999996,2023.9999999999998,30.934999999999995,221.95,0,0,0,0,0,True,False,0
345.0,356.615,1698.55,39.79,224.24999999999997,0,0,0,0,0,True,False,0
344.88499999999993,356.615,1933.1499999999999,33.464999999999996,226.54999999999998,0,0,0,0,0,True,False,1
345.0,356.615,1511.1,61.525,228.85,0,0,0,0,0,False,True,0
345.0,356.615,2026.3,32.199999999999996,232.29999999999998,0,0,0,0,0,True,False,0
344.88499999999993,356.5,1612.3,51.405,234.6,0,0,0,0,0,True,False,0
345.115,356.72999999999996,1643.35,48.3,236.89999999999998,0,0,0,0,0,False,True,0
345.22999999999996,356.84499999999997,1665.1999999999998,46.114999999999995,240.35,0,0,0,0,0,False,True,1
345.22999999999996,356.9599999999999,1726.1499999999999,49.334999999999994,243.79999999999998,0,0,0,0,0,False,False,0
345.34499999999997,357.075,1750.3,44.964999999999996,249.54999999999998,0,0,0,0,0,True,False,0
345.34499999999997,356.9599999999999,1716.9499999999998,43.125,251.85,0,0,0,0,0,True,False,1
345.22999999999996,356.84499999999997,1959.6,33.809999999999995,254.14999999999998,0,0,0,0,0,False,True,0
345.22999999999996,356.84499999999997,1619.1999999999998,48.87499999999999,0.0,0,0,0,0,0,False,False,1
345.22999999999996,356.9599999999999,1745.6999999999998,48.06999999999999,5.75,0,0,0,0,0,True,False,1
345.34499999999997,356.9599999999999,2003.3,29.784999999999997,8.049999999999999,0,0,0,0,0,True,False,0
345.4599999999999,357.075,1724.9999999999998,49.449999999999996,10.35,0,0,0,0,0,False,True,0
345.4599999999999,357.075,2787.6,16.674999999999997,13.799999999999999,0,0,0,0,0,True,False,0
345.4599999999999,357.075,2090.7,28.865,16.099999999999998,0,0,0,0,0,True,False,0
345.4599999999999,357.19,1776.7499999999998,40.94,18.4,0,0,0,0,0,False,True,0
345.4599999999999,357.19,1643.35,53.934999999999995,21.849999999999998,0,0,0,0,0,True,False,0
345.4599999999999,357.19,1665.1999999999998,51.63499999999999,24.15,0,0,0,0,0,False,True,0
345.4599999999999,357.19,1591.6,56.004999999999995,27.599999999999998,0,0,0,0,0,True,False,0
345.4599999999999,357.075,1814.6999999999998,37.71999999999999,29.9,0,0,0,0,0,True,False,1
345.575,357.075,1949.2499999999998,30.705,32.199999999999996,0,0,0,0,0,True,False,0
345.575,357.19,1774.4499999999998,41.63,34.5,0,0,0,0,0,True,False,0
345.4599999999999,357.075,1770.9999999999998,38.41,36.8,0,0,0,0,0,False,True,0
345.22999999999996,356.9599999999999,2079.2,29.669999999999998,40.25,0,0,0,0,0,True,False,1
345.34499999999997,356.9599999999999,1486.9499999999998,57.155,42.55,0,0,0,0,0,False,True,0
345.22999999999996,356.84499999999997,1382.3,68.425,46.0,0,0,0,0,0,True,False,1
345.22999999999996,356.84499999999997,1959.6,33.58,48.3,0,0,0,0,0,False,True,0
345.22999999999996,356.84499999999997,1699.6999999999998,43.815,51.74999999999999,0,0,0,0,0,False,True,0
345.22999999999996,356.84499999999997,1741.1,44.505,55.199999999999996,0,0,0,0,0,True,False,0
345.115,356.84499999999997,1552.4999999999998,56.11999999999999,57.49999999999999,0,0,0,0,0,False,True,0
345.115,356.72999999999996,1696.2499999999998,62.33,60.949999999999996,0,0,0,0,0,True,False,0
345.0,356.615,1971.1,33.004999999999995,63.24999999999999,0,0,0,0,0,False,False,0
345.0,356.615,1684.7499999999998,47.035,69.0,0,0,0,0,0,True,False,0
344.88499999999993,356.72999999999996,1481.1999999999998,80.03999999999999,71.3,0,0,1,0,0,True,False,1
345.0,356.72999999999996,1926.2499999999998,34.154999999999994,73.6,0,0,0,0,0,True,False,0
345.0,356.72999999999996,1708.8999999999999,41.85999999999999,75.89999999999999,0,0,0,0,0,True,False,1
345.0,356.72999999999996,1659.4499999999998,67.505,78.19999999999999,0,0,0,0,0,False,True,1
345.115,356.84499999999997,1546.7499999999998,65.66499999999999,81.64999999999999,0,0,0,0,0,False,True,0
345.22999999999996,356.9599999999999,1382.3,70.955,85.1,0,0,0,0,0,False,True,0
345.115,356.9599999999999,1701.9999999999998,42.665,88.55,0,0,0,0,0,False,True,0
345.22999999999996,356.9599999999999,1759.4999999999998,41.055,92.0,0,0,0,0,0,False,True,0
345.22999999999996,357.19,2280.45,23.919999999999998,95.44999999999999,0,0,0,0,0,False,True,0
345.34499999999997,357.19,1647.9499999999998,61.86999999999999,98.89999999999999,0,0,0,0,0,True,False,1
345.34499999999997,357.19,2076.8999999999996,28.059999999999995,101.19999999999999,0,0,0,0,0,True,False,0
345.22999999999996,357.075,1628.3999999999999,53.705,103.49999999999999,0,0,0,0,0,True,False,1
345.115,356.9599999999999,1789.3999999999999,43.815,105.8,0,0,0,0,0,False,True,0
345.115,357.075,1871.05,33.58,109.24999999999999,0,0,0,0,0,True,False,0
